id,age_group_det,pop,deaths,cause,f_age
01055,ALT035B40,10177,0,respiratory_diseases,35
01055,ALT040B45,10865,0,respiratory_diseases,40
01055,ALT045B50,16163,1,respiratory_diseases,45
01055,ALT050B55,17938,0,respiratory_diseases,50
01055,ALT055B60,16186,9,respiratory_diseases,55
01055,ALT060B65,14278,7,respiratory_diseases,60
01055,ALT065B70,13866,17,respiratory_diseases,65
01055,ALT070B75,12267,11,respiratory_diseases,70
01055,ALT075B80,13845,37,respiratory_diseases,75
01055,ALT080B85,7828,31,respiratory_diseases,80
01055,ALT085B90,4068,33,respiratory_diseases,85
01055,ALT090UM,2267,28,respiratory_diseases,90
01056,ALT000,2955,0,respiratory_diseases,0
01056,ALT001B15,40196,1,respiratory_diseases,1
01056,ALT015B20,16273,0,respiratory_diseases,15
01056,ALT020B25,15597,0,respiratory_diseases,20
01056,ALT025B30,16327,0,respiratory_diseases,25
01056,ALT030B35,17023,0,respiratory_diseases,30
01056,ALT035B40,18835,0,respiratory_diseases,35
01056,ALT040B45,18939,0,respiratory_diseases,40
01056,ALT045B50,26107,0,respiratory_diseases,45
01056,ALT050B55,28302,3,respiratory_diseases,50
01056,ALT055B60,23323,5,respiratory_diseases,55
01056,ALT060B65,18141,3,respiratory_diseases,60
01056,ALT065B70,17104,15,respiratory_diseases,65
01056,ALT070B75,15559,30,respiratory_diseases,70
01056,ALT075B80,17711,44,respiratory_diseases,75
01056,ALT080B85,10456,44,respiratory_diseases,80
01056,ALT085B90,5260,36,respiratory_diseases,85
01056,ALT090UM,2545,48,respiratory_diseases,90
01057,ALT000,964,0,respiratory_diseases,0
01057,ALT001B15,15618,0,respiratory_diseases,1
01057,ALT015B20,7153,0,respiratory_diseases,15
01057,ALT020B25,5650,0,respiratory_diseases,20
01057,ALT025B30,5629,0,respiratory_diseases,25
01057,ALT030B35,5733,0,respiratory_diseases,30
01057,ALT035B40,6586,0,respiratory_diseases,35
01057,ALT040B45,7141,0,respiratory_diseases,40
01057,ALT045B50,10658,1,respiratory_diseases,45
01057,ALT050B55,11963,2,respiratory_diseases,50
01057,ALT055B60,10109,0,respiratory_diseases,55
01057,ALT060B65,8629,2,respiratory_diseases,60
01057,ALT065B70,8473,3,respiratory_diseases,65
01057,ALT070B75,7502,19,respiratory_diseases,70
01057,ALT075B80,8611,19,respiratory_diseases,75
01057,ALT080B85,4666,25,respiratory_diseases,80
01057,ALT085B90,2352,25,respiratory_diseases,85
01057,ALT090UM,1266,17,respiratory_diseases,90
01058,ALT000,2255,0,respiratory_diseases,0
01058,ALT001B15,34981,0,respiratory_diseases,1
01058,ALT015B20,16036,0,respiratory_diseases,15
01058,ALT020B25,12892,0,respiratory_diseases,20
01058,ALT025B30,12754,0,respiratory_diseases,25
01058,ALT030B35,13175,0,respiratory_diseases,30
01058,ALT035B40,14530,0,respiratory_diseases,35
01058,ALT040B45,15803,0,respiratory_diseases,40
01058,ALT045B50,22994,1,respiratory_diseases,45
01058,ALT050B55,25373,2,respiratory_diseases,50
01058,ALT055B60,21083,4,respiratory_diseases,55
01058,ALT060B65,17690,8,respiratory_diseases,60
01058,ALT065B70,16694,11,respiratory_diseases,65
01058,ALT070B75,13961,24,respiratory_diseases,70
01058,ALT075B80,16094,40,respiratory_diseases,75
01058,ALT080B85,9086,53,respiratory_diseases,80
01058,ALT085B90,4505,55,respiratory_diseases,85
01058,ALT090UM,2431,47,respiratory_diseases,90
01059,ALT000,1787,0,respiratory_diseases,0
01059,ALT001B15,25520,1,respiratory_diseases,1
01059,ALT015B20,11726,0,respiratory_diseases,15
01059,ALT020B25,9586,0,respiratory_diseases,20
01059,ALT025B30,9826,0,respiratory_diseases,25
01059,ALT030B35,9772,0,respiratory_diseases,30
01059,ALT035B40,10649,1,respiratory_diseases,35
01059,ALT040B45,11040,1,respiratory_diseases,40
01059,ALT045B50,16281,2,respiratory_diseases,45
01059,ALT050B55,17921,1,respiratory_diseases,50
01059,ALT055B60,15179,7,respiratory_diseases,55
01059,ALT060B65,12968,6,respiratory_diseases,60
01059,ALT065B70,12396,13,respiratory_diseases,65
01059,ALT070B75,10389,18,respiratory_diseases,70
01059,ALT075B80,11953,25,respiratory_diseases,75
01059,ALT080B85,6478,29,respiratory_diseases,80
01059,ALT085B90,3377,37,respiratory_diseases,85
01059,ALT090UM,1837,30,respiratory_diseases,90
01060,ALT000,2427,0,respiratory_diseases,0
01060,ALT001B15,35115,0,respiratory_diseases,1
01060,ALT015B20,14858,0,respiratory_diseases,15
01060,ALT020B25,13339,0,respiratory_diseases,20
01060,ALT025B30,14385,0,respiratory_diseases,25
01060,ALT030B35,15407,1,respiratory_diseases,30
01060,ALT035B40,16714,0,respiratory_diseases,35
01060,ALT040B45,16523,0,respiratory_diseases,40
01060,ALT045B50,23033,1,respiratory_diseases,45
01060,ALT050B55,24798,3,respiratory_diseases,50
01060,ALT055B60,20518,7,respiratory_diseases,55
01060,ALT060B65,16342,15,respiratory_diseases,60
01060,ALT065B70,15389,18,respiratory_diseases,65
01060,ALT070B75,13532,24,respiratory_diseases,70
01060,ALT075B80,14852,44,respiratory_diseases,75
01060,ALT080B85,8699,34,respiratory_diseases,80
01060,ALT085B90,4186,20,respiratory_diseases,85
01060,ALT090UM,2118,23,respiratory_diseases,90
01061,ALT000,1119,0,respiratory_diseases,0
01061,ALT001B15,16240,0,respiratory_diseases,1
01061,ALT015B20,7624,0,respiratory_diseases,15
01061,ALT020B25,6819,0,respiratory_diseases,20
01061,ALT025B30,7002,0,respiratory_diseases,25
01061,ALT030B35,6545,0,respiratory_diseases,30
01061,ALT035B40,6792,0,respiratory_diseases,35
01061,ALT040B45,7347,0,respiratory_diseases,40
01061,ALT045B50,11309,1,respiratory_diseases,45
01061,ALT050B55,12643,1,respiratory_diseases,50
01061,ALT055B60,10571,6,respiratory_diseases,55
01061,ALT060B65,8297,9,respiratory_diseases,60
01061,ALT065B70,7656,12,respiratory_diseases,65
01061,ALT070B75,6314,20,respiratory_diseases,70
01061,ALT075B80,7695,14,respiratory_diseases,75
01061,ALT080B85,4474,19,respiratory_diseases,80
01061,ALT085B90,2256,19,respiratory_diseases,85
01061,ALT090UM,1172,22,respiratory_diseases,90
01062,ALT000,2116,0,respiratory_diseases,0
01062,ALT001B15,32095,0,respiratory_diseases,1
01062,ALT015B20,13077,0,respiratory_diseases,15
01062,ALT020B25,10800,0,respiratory_diseases,20
01062,ALT025B30,10780,0,respiratory_diseases,25
01062,ALT030B35,12562,0,respiratory_diseases,30
01062,ALT035B40,14869,0,respiratory_diseases,35
01062,ALT040B45,14760,0,respiratory_diseases,40
01062,ALT045B50,20646,0,respiratory_diseases,45
01062,ALT050B55,22321,1,respiratory_diseases,50
01062,ALT055B60,17956,3,respiratory_diseases,55
01062,ALT060B65,14626,11,respiratory_diseases,60
01062,ALT065B70,13535,10,respiratory_diseases,65
01062,ALT070B75,12357,21,respiratory_diseases,70
01062,ALT075B80,13989,33,respiratory_diseases,75
01062,ALT080B85,8365,31,respiratory_diseases,80
01062,ALT085B90,4470,26,respiratory_diseases,85
01062,ALT090UM,2487,29,respiratory_diseases,90
02000,ALT000,21046,0,respiratory_diseases,0
02000,ALT001B15,228901,2,respiratory_diseases,1
02000,ALT015B20,83165,0,respiratory_diseases,15
02000,ALT020B25,109296,0,respiratory_diseases,20
02000,ALT025B30,148780,0,respiratory_diseases,25
02000,ALT030B35,148673,1,respiratory_diseases,30
02000,ALT035B40,136659,1,respiratory_diseases,35
02000,ALT040B45,119795,3,respiratory_diseases,40
02000,ALT045B50,137078,7,respiratory_diseases,45
02000,ALT050B55,139687,15,respiratory_diseases,50
02000,ALT055B60,112527,26,respiratory_diseases,55
02000,ALT060B65,89519,40,respiratory_diseases,60
02000,ALT065B70,83162,75,respiratory_diseases,65
02000,ALT070B75,75478,119,respiratory_diseases,70
02000,ALT075B80,82241,182,respiratory_diseases,75
02000,ALT080B85,50207,154,respiratory_diseases,80
02000,ALT085B90,27933,181,respiratory_diseases,85
02000,ALT090UM,16291,192,respiratory_diseases,90
03101,ALT000,2418,0,respiratory_diseases,0
03101,ALT001B15,27672,0,respiratory_diseases,1
03101,ALT015B20,10941,0,respiratory_diseases,15
03101,ALT020B25,17337,0,respiratory_diseases,20
03101,ALT025B30,21682,0,respiratory_diseases,25
03101,ALT030B35,18872,0,respiratory_diseases,30
03101,ALT035B40,16095,0,respiratory_diseases,35
03101,ALT040B45,14477,1,respiratory_diseases,40
03101,ALT045B50,17941,1,respiratory_diseases,45
03101,ALT050B55,18638,5,respiratory_diseases,50
03101,ALT055B60,16460,11,respiratory_diseases,55
03101,ALT060B65,13935,13,respiratory_diseases,60
03101,ALT065B70,12638,13,respiratory_diseases,65
03101,ALT070B75,11006,17,respiratory_diseases,70
03101,ALT075B80,13107,43,respiratory_diseases,75
03101,ALT080B85,7951,42,respiratory_diseases,80
03101,ALT085B90,4733,34,respiratory_diseases,85
03101,ALT090UM,2764,40,respiratory_diseases,90
03102,ALT000,1101,0,respiratory_diseases,0
03102,ALT001B15,13555,0,respiratory_diseases,1
03102,ALT015B20,5529,0,respiratory_diseases,15
03102,ALT020B25,6173,0,respiratory_diseases,20
03102,ALT025B30,6313,0,respiratory_diseases,25
03102,ALT030B35,5770,0,respiratory_diseases,30
03102,ALT035B40,5808,0,respiratory_diseases,35
03102,ALT040B45,5649,0,respiratory_diseases,40
03102,ALT045B50,7366,0,respiratory_diseases,45
03102,ALT050B55,8283,1,respiratory_diseases,50
03102,ALT055B60,7659,4,respiratory_diseases,55
03102,ALT060B65,6697,8,respiratory_diseases,60
03102,ALT065B70,6102,7,respiratory_diseases,65
03102,ALT070B75,5006,8,respiratory_diseases,70
03102,ALT075B80,5746,13,respiratory_diseases,75
03102,ALT080B85,3799,13,respiratory_diseases,80
03102,ALT085B90,2127,19,respiratory_diseases,85
03102,ALT090UM,985,11,respiratory_diseases,90
03103,ALT000,1374,0,respiratory_diseases,0
03103,ALT001B15,15261,0,respiratory_diseases,1
03103,ALT015B20,5510,0,respiratory_diseases,15
03103,ALT020B25,6667,0,respiratory_diseases,20
03103,ALT025B30,8975,0,respiratory_diseases,25
03103,ALT030B35,8944,0,respiratory_diseases,30
03103,ALT035B40,8107,0,respiratory_diseases,35
03103,ALT040B45,6957,0,respiratory_diseases,40
03103,ALT045B50,8746,1,respiratory_diseases,45
03103,ALT050B55,9628,0,respiratory_diseases,50
03103,ALT055B60,8665,7,respiratory_diseases,55
03103,ALT060B65,7470,7,respiratory_diseases,60
03103,ALT065B70,6402,12,respiratory_diseases,65
03103,ALT070B75,5447,3,respiratory_diseases,70
03103,ALT075B80,7392,14,respiratory_diseases,75
03103,ALT080B85,4782,29,respiratory_diseases,80
03103,ALT085B90,2430,16,respiratory_diseases,85
03103,ALT090UM,1152,15,respiratory_diseases,90
03151,ALT000,1822,0,respiratory_diseases,0
03151,ALT001B15,23607,0,respiratory_diseases,1
03151,ALT015B20,10117,0,respiratory_diseases,15
03151,ALT020B25,8999,0,respiratory_diseases,20
03151,ALT025B30,9429,0,respiratory_diseases,25
03151,ALT030B35,9999,0,respiratory_diseases,30
03151,ALT035B40,10250,0,respiratory_diseases,35
03151,ALT040B45,10166,0,respiratory_diseases,40
03151,ALT045B50,14053,1,respiratory_diseases,45
03151,ALT050B55,16454,1,respiratory_diseases,50
03151,ALT055B60,14465,6,respiratory_diseases,55
03151,ALT060B65,11402,3,respiratory_diseases,60
03151,ALT065B70,9431,2,respiratory_diseases,65
03151,ALT070B75,7085,8,respiratory_diseases,70
03151,ALT075B80,8339,28,respiratory_diseases,75
03151,ALT080B85,5086,25,respiratory_diseases,80
03151,ALT085B90,2773,15,respiratory_diseases,85
03151,ALT090UM,1272,13,respiratory_diseases,90
03153,ALT000,990,0,respiratory_diseases,0
03153,ALT001B15,14008,0,respiratory_diseases,1
03153,ALT015B20,6872,0,respiratory_diseases,15
03153,ALT020B25,7695,0,respiratory_diseases,20
03153,ALT025B30,7644,0,respiratory_diseases,25
03153,ALT030B35,6682,0,respiratory_diseases,30
03153,ALT035B40,6759,0,respiratory_diseases,35
03153,ALT040B45,7225,1,respiratory_diseases,40
03153,ALT045B50,10659,2,respiratory_diseases,45
03153,ALT050B55,11678,3,respiratory_diseases,50
03153,ALT055B60,10758,4,respiratory_diseases,55
03153,ALT060B65,9654,6,respiratory_diseases,60
03153,ALT065B70,9204,13,respiratory_diseases,65
03153,ALT070B75,7715,25,respiratory_diseases,70
03153,ALT075B80,9351,25,respiratory_diseases,75
03153,ALT080B85,5799,24,respiratory_diseases,80
03153,ALT085B90,3358,32,respiratory_diseases,85
03153,ALT090UM,1928,33,respiratory_diseases,90
03154,ALT000,784,0,respiratory_diseases,0
03154,ALT001B15,10780,0,respiratory_diseases,1
03154,ALT015B20,4702,0,respiratory_diseases,15
03154,ALT020B25,4434,0,respiratory_diseases,20
03154,ALT025B30,5041,0,respiratory_diseases,25
03154,ALT030B35,5099,0,respiratory_diseases,30
03154,ALT035B40,5219,0,respiratory_diseases,35
03154,ALT040B45,5146,0,respiratory_diseases,40
03154,ALT045B50,7199,1,respiratory_diseases,45
03154,ALT050B55,8385,0,respiratory_diseases,50
03154,ALT055B60,7615,3,respiratory_diseases,55
03154,ALT060B65,6387,7,respiratory_diseases,60
03154,ALT065B70,5539,6,respiratory_diseases,65
03154,ALT070B75,4284,10,respiratory_diseases,70
03154,ALT075B80,5180,15,respiratory_diseases,75
03154,ALT080B85,3324,14,respiratory_diseases,80
03154,ALT085B90,1943,13,respiratory_diseases,85
03154,ALT090UM,1018,15,respiratory_diseases,90
03155,ALT000,1028,0,respiratory_diseases,0
03155,ALT001B15,15220,0,respiratory_diseases,1
03155,ALT015B20,7184,0,respiratory_diseases,15
03155,ALT020B25,6474,0,respiratory_diseases,20
03155,ALT025B30,6622,0,respiratory_diseases,25
03155,ALT030B35,6348,0,respiratory_diseases,30
03155,ALT035B40,6767,0,respiratory_diseases,35
03155,ALT040B45,7209,1,respiratory_diseases,40
03155,ALT045B50,10414,1,respiratory_diseases,45
03155,ALT050B55,12048,5,respiratory_diseases,50
03155,ALT055B60,11292,4,respiratory_diseases,55
03155,ALT060B65,9658,7,respiratory_diseases,60
03155,ALT065B70,8644,13,respiratory_diseases,65
03155,ALT070B75,6312,10,respiratory_diseases,70
03155,ALT075B80,8261,19,respiratory_diseases,75
03155,ALT080B85,5402,25,respiratory_diseases,80
03155,ALT085B90,3064,28,respiratory_diseases,85
03155,ALT090UM,1663,14,respiratory_diseases,90
03157,ALT000,1264,0,respiratory_diseases,0
03157,ALT001B15,17588,1,respiratory_diseases,1
03157,ALT015B20,7668,0,respiratory_diseases,15
03157,ALT020B25,6632,0,respiratory_diseases,20
03157,ALT025B30,6609,0,respiratory_diseases,25
03157,ALT030B35,6975,0,respiratory_diseases,30
03157,ALT035B40,7615,0,respiratory_diseases,35
03157,ALT040B45,8008,0,respiratory_diseases,40
03157,ALT045B50,11318,1,respiratory_diseases,45
03157,ALT050B55,12289,0,respiratory_diseases,50
03157,ALT055B60,10250,3,respiratory_diseases,55
03157,ALT060B65,8462,7,respiratory_diseases,60
03157,ALT065B70,7345,11,respiratory_diseases,65
03157,ALT070B75,5814,10,respiratory_diseases,70
03157,ALT075B80,6989,21,respiratory_diseases,75
03157,ALT080B85,4395,21,respiratory_diseases,80
03157,ALT085B90,2450,28,respiratory_diseases,85
03157,ALT090UM,1308,14,respiratory_diseases,90
03158,ALT000,982,0,respiratory_diseases,0
03158,ALT001B15,14302,0,respiratory_diseases,1
03158,ALT015B20,6777,0,respiratory_diseases,15
03158,ALT020B25,6343,0,respiratory_diseases,20
03158,ALT025B30,6238,0,respiratory_diseases,25
03158,ALT030B35,6099,0,respiratory_diseases,30
03158,ALT035B40,6445,0,respiratory_diseases,35
03158,ALT040B45,6766,0,respiratory_diseases,40
03158,ALT045B50,10057,1,respiratory_diseases,45
03158,ALT050B55,11193,3,respiratory_diseases,50
03158,ALT055B60,9681,6,respiratory_diseases,55
03158,ALT060B65,7997,6,respiratory_diseases,60
03158,ALT065B70,7281,10,respiratory_diseases,65
03158,ALT070B75,5933,15,respiratory_diseases,70
03158,ALT075B80,7195,26,respiratory_diseases,75
03158,ALT080B85,4169,17,respiratory_diseases,80
03158,ALT085B90,2262,16,respiratory_diseases,85
03158,ALT090UM,1184,22,respiratory_diseases,90
03159,ALT000,2918,0,respiratory_diseases,0
03159,ALT001B15,37237,0,respiratory_diseases,1
03159,ALT015B20,17356,0,respiratory_diseases,15
03159,ALT020B25,22895,0,respiratory_diseases,20
03159,ALT025B30,23178,0,respiratory_diseases,25
03159,ALT030B35,19596,0,respiratory_diseases,30
03159,ALT035B40,17496,0,respiratory_diseases,35
03159,ALT040B45,17477,1,respiratory_diseases,40
03159,ALT045B50,23531,0,respiratory_diseases,45
03159,ALT050B55,26709,2,respiratory_diseases,50
03159,ALT055B60,24869,8,respiratory_diseases,55
03159,ALT060B65,21145,16,respiratory_diseases,60
03159,ALT065B70,18932,30,respiratory_diseases,65
03159,ALT070B75,14966,29,respiratory_diseases,70
03159,ALT075B80,17599,65,respiratory_diseases,75
03159,ALT080B85,11077,53,respiratory_diseases,80
03159,ALT085B90,6448,63,respiratory_diseases,85
03159,ALT090UM,3636,51,respiratory_diseases,90
03241,ALT000,11486,0,respiratory_diseases,0
03241,ALT001B15,144131,1,respiratory_diseases,1
03241,ALT015B20,57306,1,respiratory_diseases,15
03241,ALT020B25,68632,1,respiratory_diseases,20
03241,ALT025B30,78203,2,respiratory_diseases,25
03241,ALT030B35,75435,0,respiratory_diseases,30
03241,ALT035B40,72449,3,respiratory_diseases,35
03241,ALT040B45,69259,3,respiratory_diseases,40
03241,ALT045B50,87196,10,respiratory_diseases,45
03241,ALT050B55,94441,14,respiratory_diseases,50
03241,ALT055B60,81132,21,respiratory_diseases,55
03241,ALT060B65,67947,60,respiratory_diseases,60
03241,ALT065B70,59883,88,respiratory_diseases,65
03241,ALT070B75,51256,105,respiratory_diseases,70
03241,ALT075B80,60882,187,respiratory_diseases,75
03241,ALT080B85,37237,146,respiratory_diseases,80
03241,ALT085B90,20677,170,respiratory_diseases,85
03241,ALT090UM,11148,154,respiratory_diseases,90
03251,ALT000,1939,0,respiratory_diseases,0
03251,ALT001B15,27008,0,respiratory_diseases,1
03251,ALT015B20,12218,1,respiratory_diseases,15
03251,ALT020B25,10990,0,respiratory_diseases,20
03251,ALT025B30,11280,0,respiratory_diseases,25
03251,ALT030B35,11287,0,respiratory_diseases,30
03251,ALT035B40,11515,0,respiratory_diseases,35
03251,ALT040B45,12335,0,respiratory_diseases,40
03251,ALT045B50,18164,2,respiratory_diseases,45
03251,ALT050B55,19745,0,respiratory_diseases,50
03251,ALT055B60,17241,5,respiratory_diseases,55
03251,ALT060B65,14036,11,respiratory_diseases,60
03251,ALT065B70,12586,7,respiratory_diseases,65
03251,ALT070B75,9632,17,respiratory_diseases,70
03251,ALT075B80,12001,28,respiratory_diseases,75
03251,ALT080B85,7233,23,respiratory_diseases,80
03251,ALT085B90,3979,36,respiratory_diseases,85
03251,ALT090UM,1893,29,respiratory_diseases,90
03252,ALT000,1274,0,respiratory_diseases,0
03252,ALT001B15,17440,0,respiratory_diseases,1
03252,ALT015B20,7710,0,respiratory_diseases,15
03252,ALT020B25,7385,0,respiratory_diseases,20
03252,ALT025B30,7435,0,respiratory_diseases,25
03252,ALT030B35,7394,0,respiratory_diseases,30
03252,ALT035B40,7681,0,respiratory_diseases,35
03252,ALT040B45,7952,1,respiratory_diseases,40
03252,ALT045B50,11312,2,respiratory_diseases,45
03252,ALT050B55,13047,4,respiratory_diseases,50
03252,ALT055B60,11952,1,respiratory_diseases,55
03252,ALT060B65,10322,5,respiratory_diseases,60
03252,ALT065B70,9181,10,respiratory_diseases,65
03252,ALT070B75,7442,21,respiratory_diseases,70
03252,ALT075B80,9308,30,respiratory_diseases,75
03252,ALT080B85,5962,26,respiratory_diseases,80
03252,ALT085B90,3482,22,respiratory_diseases,85
03252,ALT090UM,1986,22,respiratory_diseases,90
03254,ALT000,2256,0,respiratory_diseases,0
03254,ALT001B15,32677,0,respiratory_diseases,1
03254,ALT015B20,15101,0,respiratory_diseases,15
03254,ALT020B25,17005,0,respiratory_diseases,20
03254,ALT025B30,15965,0,respiratory_diseases,25
03254,ALT030B35,14338,0,respiratory_diseases,30
03254,ALT035B40,14851,1,respiratory_diseases,35
03254,ALT040B45,15588,1,respiratory_diseases,40
03254,ALT045B50,21508,5,respiratory_diseases,45
03254,ALT050B55,24401,3,respiratory_diseases,50
03254,ALT055B60,21650,8,respiratory_diseases,55
03254,ALT060B65,17971,17,respiratory_diseases,60
03254,ALT065B70,16272,24,respiratory_diseases,65
03254,ALT070B75,12913,28,respiratory_diseases,70
03254,ALT075B80,15901,53,respiratory_diseases,75
03254,ALT080B85,10158,46,respiratory_diseases,80
03254,ALT085B90,5743,54,respiratory_diseases,85
